sentence,relation,head,head_offset,tail,tail_offset
小茜在满金道馆，力量与速度中首次登场，她在小智的皮卡丘和她的皮皮相撞后，跑到了皮卡丘身边，亲吻了皮卡丘的额头，让皮卡丘很是开心。 随后，她带着小智一行人穿过满金地道，来到了满金百货商场。 然而，他们却跌跌撞撞地走了很多不想去的地方。 最后，他们来到一家餐厅，吃了汉堡。之后，他们遇到了火箭队，火箭队抢走了她的皮皮，坐上了磁浮列车，但被他们成功拦住了，火箭队随即空手而去，空手而归。在得知小茜就是满金道馆馆主后，小智向她提出道馆挑战的请求，尽管今天是她的休息日，但她还是答应了挑战，并专门为他开放了道馆。在比赛中，小智成功用他的火球鼠打败了她派出的第一只宝可梦尼多丽娜。接着她派出皮皮，却因挥指使出了毫,友好,皮卡丘,24,皮皮,30
但没有沮丧，反而更加有精神，因为他想挑战各地道馆馆主都没能捕获的水君。阿速想到了捕捉方法，他让盔甲鸟使出了钢翼让翅膀变得锋利，来将水君劈成两半，但是盔甲鸟不敌水君，盔甲鸟的翅膀还没切开水君头上的水晶就裂开了。阿速只好另换对策，他自我旋转，边旋转边投掷精灵球，把水君也弄得头晕目眩去，但阿速并不是乱投的，精灵球上都有回力镖，眼看精灵球都飞到了水君身边，但炎帝雷公使出招式毁掉了精灵球，阿速再次失败，之后炎帝雷公和水君纷纷离去。这时，由于盔甲鸟翅膀毁坏失去平衡开始下坠，水君的泡泡救下了阿速。阿速自知实力不够，即便炎帝雷公没有出手，自己可能也无法战胜水君。这时，阿速对偷猎者亮出了警察证，并告诉他自己是桔,友好,炎帝,200,雷公,202
在消失的宝可梦之谜，君莎告诉小智一行人金柑岛内的宝可梦行为变得异常，会攻击自己的主人。但自己的鬼斯没有任何变化，她怀疑是超能力属性宝可梦在作乱。在四人一起发现了在道路上的火箭队后，火箭队原不肯和君莎合作，但为了让自己的宝可梦恢复原状，他们告诉君莎这是亚马多和小三郎的阴谋。火箭队把君莎和小智等人混入装有精灵球的推车内进入电波发射塔来破坏他们的恶行，君莎派出了鬼斯抵挡对方的攻击，在催眠装置破坏之后，鬼斯又与催眠貘进行了战斗，但由于在对战中催眠貘和波克比一起使用了挥指引发了自爆，最终亚马多和小三郎被君莎抓捕归案。,敌对,君莎,121,小三郎,129
阿桔是药物和毒药的专家，经常用自己做的药来为宝可梦治病。身为伊贺流的后代，他是位忍术大师，教过许多学生，他女儿也是其中之一。在道馆中他装了很多透明的墙，来考验挑战者。他和狩猎地带的园长巴奥巴是好友，经常去狩猎地带里巡逻。,伙伴,阿桔,0,巴奥巴,92
赶走呆呆兽之井的火箭队后，走到桧皮镇左边路口时他会出现，挑战主角。在烧焦塔内也会遇到他。主角到浅葱市时能看见他从道馆出来，并说“那个柔弱的道馆馆主”不在。湛蓝市的诚儿对主角说有个“和你差不多大、头发有点长、眼神犀利的人”抢走他一只心爱的宝可梦，即小银，这只宝可梦就是他队伍中的狃拉。,拥有,诚儿,81,狃拉,138
在特别动画中，阿渡与竹兰和大吾联手合作，在帕希欧竞技场跟到来的黑连、小霞和可尔妮所组成队伍进行对战。,伙伴,黑连,31,小霞,34
在不要哭，好坏星！中，小次郎遇到了好坏星的初恋对象兼前辈——一只紫色触手的好坏星。这只好坏星因为误会小次郎欺骗了它的“爱哭鬼”后辈而愤怒地攻击他，甚至进化成超坏星使他中了剧毒，直到第二天才解毒。在被穿着熊救回基地后，小次郎因为希望好坏星获得幸福，告诉武藏和喵喵他决定放生好坏星，这让好坏星心绪不宁而离家出走。第二天，在好坏星被一只毒刺水母袭击时，小次郎及时赶到救了它，试图将它推到超坏星前辈那里，并狠心地说了一些话想让它离开，好坏星为此而哭泣，这让超坏星十分不满，要求和小次郎决斗。小次郎答应了它的请求，甚至在对战中依靠自己的毅力解毒，最终他们打得精疲力尽躺倒在沙滩上并成为了朋友，而此时小次郎也明白,敌对,好坏星,159,毒刺水母,165
在谜拟Ｑ的画皮！中，火箭队三人组再次捕捉皮卡丘失败，他们被卡奇和爆焰龟兽的超强极限爆焰弹击飞，而武藏和谜拟Ｑ一同掉落到购物广场。武藏发现谜拟Ｑ的画皮破了，她强压惊惧想将谜拟Ｑ收回球中，但对方却不愿意。为了让谜拟Ｑ进入精灵球，武藏决定和谜拟Ｑ一起享用马拉萨达，然而她刚把买好的马拉萨达从纸袋中拿出，空中就杀出三只黑暗鸦将马拉萨达抢走了。武藏在吓跑了黑暗鸦后注意到了自己手中的空纸袋，于是她心生一计，暂时把这个空纸袋当作谜拟Ｑ的画皮使用。武藏带着谜拟Ｑ来到时装店，她不断给谜拟Ｑ变换造型，却让谜拟Ｑ越发生气。武藏不理解谜拟Ｑ生气的原因，但她在意识到谜拟Ｑ很重视皮卡丘样子的画皮后，便帮助谜拟Ｑ修补好了画皮,友好,卡奇,29,爆焰龟兽,32
青绿跟赤红在帕希欧竞技场观众席观看小结、艾莉丝和阿驯的队伍对战风露、大叶和阿塞萝拉的队伍。,伙伴,小结,17,阿驯,24
在名侦探君莎，蛋不见了，大搜谜，君莎在小智的蛋被偷后来到宝可梦中心破案，尽管她自称名侦探，但她的破案太过武断而且她的推理没有任何作用。之后她、小智一行人、乔伊遇见得到小智的蛋的袋兽，袋兽把蛋还给了小智，并和小智一起击败了来偷蛋的火箭队。,敌对,火箭队,114,小智,103
在天罗地网中，坂木在常青道馆输给青绿和赤红后失踪。之后他在片尾出现并宣言“火箭队是不会被打倒的”。,伙伴,赤红,19,青绿,16
阿笔是城都地区年纪最小的道馆馆主，他对虫属性宝可梦进行了大量的研究，将来想要成为宝可梦博士。他甚至发现了招式连斩，这也是他的飞天螳螂的代表性招式。他声称和虫属性宝可梦有关的事绝不会输给别人，但被主角打败后他也会承认他的研究还未完成。阿笔不会参加捕虫大赛，因为他已经赢过很多次了。,拥有,阿笔,0,飞天螳螂,62
在GOTCHA!中，持有大竺葵、火暴兽及大力鳄的小银与琴音相遇。,拥有,小银,24,火暴兽,16
在VS超甲狂犀中，阿速和阿笔以及阿四收到松叶的委托，守在缘朱道馆门口，阻止要借用千里眼的可疑人物进入道馆。小银来道馆时遇到了阿速等人，阿速和阿笔的宝可梦都被小银的玛狃拉轻松击败，接着阿四派出战舞郎应战小银的超甲狂犀，对战中，阿速发现战舞郎似乎和超甲狂犀认识，在小银解释后，阿速等人觉得是小茂认可的人没有问题，就让他进去找松叶。,拥有,小银,78,玛狃拉,81
大木奈奈美（日文︰オーキド・ナナミ，英文︰Daisy Oak）是青绿的姊姊，也是大木博士的孙女。,亲戚,大木奈奈美,0,大木博士,40
奈奈美、小智、小蓝一起去找正辉，却发现正辉受了伤。原来赤焰松和水梧桐早先来过，抢走了红宝石和蓝宝石自我修复成的朱红色宝珠和靛蓝色宝珠。,伙伴,奈奈美,0,小智,4
在火箭队！乱抓，再见了！中，武藏和小次郎、喵喵遇到了宝可梦猎人阿隆和被他偷捕的阿柏蛇和瓦斯弹。阿柏怪看到受伤的同伴感到很伤心，于是武藏决定将阿柏蛇全部接收并善待它们。然而由于实力上的差距，他们被阿隆的沙基拉斯用沙暴打飞。后来阿柏怪通过地面的震动再次找到了阿隆，双弹瓦斯使用烟幕吸引了阿隆的注意力，喵喵则乘机将阿柏蛇和瓦斯弹从笼子里放了出来。这让阿隆十分恼火，他再次派出了他的沙基拉斯，沙基拉斯进化为班基拉斯并使出了让果然翁来不及用出双倍奉还的破坏光线。武藏和小次郎自知他们打不过班基拉斯，于是两人命令阿柏怪和双弹瓦斯保护阿柏蛇和瓦斯弹离开，而两人和喵喵则用身体挡下了班基拉斯的攻击。,敌对,果然翁,208,沙基拉斯,187
在乌贼王对好啦鱿！用情谊来拯救世界!!中，小次郎等人再次遇到了邪恶的乌贼王。而这时好啦鱿表现得十分激动，连喵喵也听不懂它在说什么。武藏便认为好啦鱿与乌贼王们是同伙，想把他们交出去，这个想法得到了喵喵的认可，但小次郎坚信好啦鱿不会做出这种事。逃出乌贼王的控制后，好啦鱿才说明它的本心：它不肯原谅之前控制小次郎的乌贼王，不想看到小次郎被控制，所以它要打败乌贼王们。这让小次郎和喵喵深受感动。当他们解救了武藏等人后，小次郎的好啦鱿却被乌贼王控制，向小智一行人和火箭队三人组发起攻击。看到被控制的好啦鱿，小次郎拿出了好啦鱿最喜欢的可颂，并抱住了冲向他的好啦鱿。在小次郎的怀抱中，好啦鱿想起了与小次郎在一起的经,友好,乌贼王,74,好啦鱿,70
她与另一名火箭队成员亚马多是劲敌关系，她总是想超越亚马多，但总因为自己所拥有的武器太差无法打败亚马多。另外，在宝可梦 太阳＆月亮当中她也数次表现出对坂木的秘书真鸟的厌烦情绪。,伙伴,真鸟,79,坂木,74
在VS勇基拉中，娜姿让勇基拉装成大木博士等待小智回到研究所，但发现勇基拉装成的大木博士开始膨胀并发起的小智派出妙蛙，勇基拉也使出幻象光线击妙蛙和小智，但它最终还是被妙蛙的寄生种子缠着并原形毕露。这时娜姿从暗处现身告诉小智，勇基拉用的是催眠术，会让人跟宝可梦产生幻觉。还告诉小智因为小智总是在坏火箭队的好事，所以今天才来当面警告，如果小智相救真正的大木博士就请到金黄市去。小智明白镇民的失踪也和火箭队有关。于是生气的让妙蛙攻击娜姿，却不曾想飞叶快刀根本无法打中娜姿，娜姿跟小智说完后会有期就转身离去。,敌对,小智,185,娜姿,212
在挑战者中，作为四天王之一的阿渡与挑战者对战，结果阿渡的快龙被挑战者的水箭龟打败。,拥有,阿渡,25,快龙,28
在消失的宝可梦之谜，君莎告诉小智一行人金柑岛内的宝可梦行为变得异常，会攻击自己的主人。但自己的鬼斯没有任何变化，她怀疑是超能力属性宝可梦在作乱。在四人一起发现了在道路上的火箭队后，火箭队原不肯和君莎合作，但为了让自己的宝可梦恢复原状，他们告诉君莎这是亚马多和小三郎的阴谋。火箭队把君莎和小智等人混入装有精灵球的推车内进入电波发射塔来破坏他们的恶行，君莎派出了鬼斯抵挡对方的攻击，在催眠装置破坏之后，鬼斯又与催眠貘进行了战斗，但由于在对战中催眠貘和波克比一起使用了挥指引发了自爆，最终亚马多和小三郎被君莎抓捕归案。,敌对,君莎,121,亚马多,125
在火箭队！乱抓，再见了！中，武藏和小次郎、喵喵遇到了宝可梦猎人阿隆和被他偷捕的阿柏蛇和瓦斯弹。阿柏怪看到受伤的同伴感到很伤心，于是武藏决定将阿柏蛇全部接收并善待它们。然而由于实力上的差距，他们被阿隆的沙基拉斯用沙暴打飞。后来阿柏怪通过地面的震动再次找到了阿隆，双弹瓦斯使用烟幕吸引了阿隆的注意力，喵喵则乘机将阿柏蛇和瓦斯弹从笼子里放了出来。这让阿隆十分恼火，他再次派出了他的沙基拉斯，沙基拉斯进化为班基拉斯并使出了让果然翁来不及用出双倍奉还的破坏光线。武藏和小次郎自知他们打不过班基拉斯，于是两人命令阿柏怪和双弹瓦斯保护阿柏蛇和瓦斯弹离开，而两人和喵喵则用身体挡下了班基拉斯的攻击。,敌对,阿柏蛇,39,沙基拉斯,187
阿响的经历与《水晶版》大致相同。额外的，集齐8枚徽章后，在缘朱市缘朱舞场能得到和服女孩们的认可，她们会前往铃铛塔协助阿响召唤凤王HG/前往漩涡岛协助阿响召唤洛奇亚SS。而登入名人堂后，凤王卫队中的水君在四处逃窜后最终待在了２５号道路的海角。水京会在此见证主角和水君的对决。,来自,和服女孩,39,缘朱市,29
当空木博士拜托他去住在吉花市北边的宝可梦爷爷那里跑一趟时，阿响的旅程开始了。考虑到他可能会在路上遇到危险的野生宝可梦，空木博士还送给了他一只最初的伙伴来防身。临走时，阿响看到一个和他同岁的奇怪男孩正在空木博士研究所外偷窥。当他想要跟他说话时，男孩粗鲁地推开了他。在宝可梦爷爷的家里他还遇到了大木博士。大木博士看出阿响与宝可梦之间的牵绊，交给了他宝可梦图鉴。在回家的路上，阿响遇到了偷走空木博士的宝可梦的小银。在战斗中击败他后，阿响得知了他的名字并告诉若叶镇的警察。空木博士鼓励他去挑战石英高原。,伙伴,大木博士,150,阿响,156
